Check_ID,Meal_Period,Item_Code,Item,Qty,Net_Revenue,Approved_Cost,Classic_CM
JUL26-02137,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02144,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02151,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02158,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02165,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02172,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02179,Lunch,F02,House Burger,1,22.0,7.0,15.0
JUL26-02186,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02193,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02200,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02207,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02214,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02221,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02228,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02235,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02242,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02249,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02256,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02263,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02270,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02277,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02284,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02291,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02298,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02305,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02312,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02319,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02326,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02333,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02340,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02347,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02354,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02361,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02368,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02375,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02382,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02389,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02396,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02403,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02410,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02417,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02424,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02431,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02438,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02445,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02452,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02459,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02466,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02473,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02480,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02487,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02494,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02501,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02508,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02515,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02522,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02529,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02536,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02543,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02550,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02557,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02564,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02571,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02578,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02585,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02592,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02599,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02606,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02613,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02620,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02627,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02634,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02641,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02648,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02655,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02662,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02669,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02676,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02683,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02690,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02697,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02704,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02711,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02718,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02725,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02732,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02739,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02746,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02753,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02760,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02767,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02774,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02781,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02788,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02795,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02802,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02809,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02816,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02823,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02830,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02837,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02844,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02851,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02858,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02865,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02872,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02879,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02886,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02893,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02900,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02907,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02914,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02921,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02928,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02935,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02942,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02949,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02956,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02963,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02970,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02977,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02984,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02991,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-02998,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03005,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03012,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03019,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03026,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03033,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03040,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03047,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03054,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03061,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03068,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03075,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03082,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03089,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03096,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03103,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03110,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03117,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03124,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03131,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03138,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03145,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03152,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03159,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03166,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03173,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03180,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03187,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03194,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03201,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03208,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03215,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03222,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03229,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03236,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03243,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03250,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03257,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03264,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03271,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03278,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03285,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03292,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03299,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03306,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03313,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03320,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03327,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03334,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03341,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03348,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03355,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03362,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03369,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03376,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03383,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03390,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03397,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03404,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03411,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03418,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03425,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03432,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03439,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03446,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03453,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03460,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03467,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03474,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03481,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03488,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03495,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03502,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03509,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03516,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03523,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03530,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03537,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03544,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03551,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03558,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03565,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03572,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03579,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03586,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03593,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03600,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03607,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03614,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03621,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03628,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03635,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03642,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03649,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03656,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03663,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03670,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03677,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03684,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03691,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03698,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03705,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03712,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03719,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03726,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03733,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03740,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03747,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03754,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03761,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03768,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03775,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03782,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03789,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03796,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03803,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03810,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03817,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03824,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03831,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03838,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03845,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03852,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03859,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03866,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03873,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03880,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03887,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03894,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03901,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03908,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03915,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03922,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03929,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03936,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03943,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03950,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03957,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03964,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03971,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03978,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03985,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03992,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-03999,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04006,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04013,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04020,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04027,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04034,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04041,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04048,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04055,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04062,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04069,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04076,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04083,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04090,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04097,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04104,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04111,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04118,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04125,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04132,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04139,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04146,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04153,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04160,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04167,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04174,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04181,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04188,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04195,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04202,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04209,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04216,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04223,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04230,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04237,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04244,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04251,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04258,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04265,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04272,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04279,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04286,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04293,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04300,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04307,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04314,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04321,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04328,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04335,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04342,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04349,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04356,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04363,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04370,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04377,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04384,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04391,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04398,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04405,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04412,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04419,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04426,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04433,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04440,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04447,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04454,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04461,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04468,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04475,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04482,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04489,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04496,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04503,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04510,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04517,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04524,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04531,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04538,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04545,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04552,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04559,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04566,Dinner,F02,House Burger,1,22.0,7.0,15.0
JUL26-04573,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04580,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04587,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04594,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04601,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04608,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04615,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04622,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04629,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04636,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04643,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04650,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04657,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04664,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04671,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04678,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04685,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04692,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04699,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04706,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04713,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04720,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04727,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04734,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04741,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04748,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04755,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04762,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04769,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04776,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04783,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04790,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04797,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04804,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04811,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04818,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04825,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04832,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04839,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04846,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04853,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04860,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
JUL26-04867,Delivery / Takeaway,F02,House Burger,1,22.0,7.0,15.0
